property_id,prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,facilities_provided
798,Pavilion Embassy Kuala Lumpur,4200,Keramat,Service Residence,2,2,2,1098,Fully Furnished,Kuala Lumpur,"Playground, Gymnasium, Swimming Pool, Minimart, Security, Air-Cond, Near KTM/LRT, Washing Machine"
964,Pavilion Hilltop @ Mont Kiara,4700,Mont Kiara,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
258,Pavilion Residences,5500,Bukit Bintang,Condominium,2,1,2,1307,Fully Furnished,Kuala Lumpur,"Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
259,Pavilion Suites,4200,Bukit Bintang,Service Residence,2,1,2,1098,Fully Furnished,Kuala Lumpur,"Multipurpose hall, Swimming Pool, Security, Gymnasium, Barbeque area, Air-Cond"
685,Pearl Avenue,1200,Kajang,Condominium,3,2,2,1101,Partially Furnished,Selangor,"Security, Gymnasium, Multipurpose hall, Playground, Jogging Track, Lift, Swimming Pool, Minimart"
987,Pearl Suria,1700,Old Klang Road,Condominium,2,1,2,900,Fully Furnished,Kuala Lumpur,"Barbeque area, Jogging Track, Playground, Multipurpose hall, Gymnasium, Swimming Pool, Sauna, Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
686,Pelangi,1000,Kajang,Condominium,3,1,2,990,Partially Furnished,Selangor,"Security, Swimming Pool, Playground, Washing Machine"
163,Pelangi Astana,1800,Bandar Utama,Condominium,3,1,2,1186,Fully Furnished,Selangor,"Sauna, Swimming Pool, Minimart, Barbeque area, Gymnasium, Jogging Track, Lift, Playground, Air-Cond, Near KTM/LRT, Washing Machine"
904,Pelangi Damansara,500,Kota Damansara,Apartment,3,1,2,750,Fully Furnished,Selangor,"Minimart, Security, Lift, Playground, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
609,Pelangi Indah,1000,Jalan Ipoh,Condominium,3,1,2,869,Unfurnished,Kuala Lumpur,"Security, Minimart, Club house, Playground, Swimming Pool, Barbeque area, Lift, Gymnasium, Near KTM/LRT"
1181,Penaga Mas,850,Puchong,Condominium,3,1,2,780,Fully Furnished,Selangor,"Security, Playground, Minimart, Barbeque area, Jogging Track, Air-Cond, Washing Machine, Internet"
389,Pendekar,650,Cheras,Flat,3,1,2,600,Unfurnished,Selangor,"Security, Minimart, Barbeque area, Playground"
390,Perdana Court,1100,Cheras,Apartment,3,1,2,820,Partially Furnished,Selangor,"Security, Near KTM/LRT, Washing Machine"
544,Perdana Emerald,2100,Damansara Perdana,Condominium,4,2,2,980,Fully Furnished,Selangor,"Squash Court, Multipurpose hall, Security, Tennis Court, Gymnasium, Playground, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
545,Perdana Exclusive Condo,1700,Damansara Perdana,Condominium,3,2,2,997,Fully Furnished,Selangor,"Swimming Pool, Gymnasium, Security, Air-Cond, Near KTM/LRT"
1259,Perdana Park,1200,Rawang,Apartment,3,1,2,950,Unfurnished,Selangor,"Swimming Pool, Security, Lift"
767,Perdana Puri,1200,Kepong,Condominium,3,1,2,950,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Air-Cond, Washing Machine"
1419,Perdana Selatan @ Taman Serdang Perdana,1200,Seri Kembangan,Condominium,3,1,2,950,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Minimart, Air-Cond, Near KTM/LRT"
391,Perdana Villa (Pandan Perdana),1200,Cheras,Apartment,3,1,2,860,Partially Furnished,Kuala Lumpur,"Security, Playground, Minimart, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
392,Perdana Villa Deluxe,950,Cheras,Apartment,3,1,2,806,Partially Furnished,Kuala Lumpur,"Security, Near KTM/LRT"
181,Perkasa,800,Bangi,Flat,2,2,2,800,Unfurnished,Selangor,Minimart
1090,Permai Apartment,750,Petaling Jaya,Apartment,3,1,1,675,Unfurnished,Selangor,"Playground, Security, Minimart"
54,Permai Puteri,1200,Ampang,Apartment,3,1,2,836,Unfurnished,Selangor,"Security, Lift, Playground, Minimart, Multipurpose hall, Internet"
230,Permai Ria,1300,Batu Caves,Condominium,3,1,1,970,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Minimart, Washing Machine, Internet, Near KTM/LRT"
610,Permai Ria (Jalan Ipoh),1500,Jalan Ipoh,Condominium,3,1,1,970,Fully Furnished,Kuala Lumpur,"Lift, Security, Swimming Pool, Playground, Minimart, Washing Machine, Internet, Near KTM/LRT"
1182,Permai Villa,1100,Puchong,Apartment,3,1,2,950,Partially Furnished,Selangor,"Minimart, Playground, Club house, Security, Swimming Pool, Sauna, Multipurpose hall, Barbeque area, Lift, Gymnasium, Jogging Track, Tennis Court, Squash Court, Near KTM/LRT, Washing Machine"
687,Permata Residence @ Cheras,900,Kajang,Condominium,3,2,2,1200,Unfurnished,Selangor,"Gymnasium, Multipurpose hall, Swimming Pool, Security, Lift, Playground, Jogging Track"
393,Pertiwi Indah,1600,Cheras,Condominium,3,1,2,1285,Partially Furnished,Kuala Lumpur,"Playground, Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Club house, Air-Cond, Near KTM/LRT, Washing Machine"
282,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1300,Bukit Jalil,Apartment,3,1,2,1300,Partially Furnished,Kuala Lumpur,"Security, Jogging Track, Swimming Pool, Minimart, Playground, Lift, Air-Cond, Near KTM/LRT"
688,Pesona Apartment,1200,Kajang,Apartment,3,1,2,990,Fully Furnished,Selangor,"Playground, Security, Air-Cond, Washing Machine"
1779,Pesona Villa (Taman Melawati),1500,Taman Melawati,Apartment,3,1,2,1121,Partially Furnished,Kuala Lumpur,"Security, Swimming Pool, Playground, Air-Cond, Washing Machine"
1684,Petaling Indah Condominiums,1100,Sri Petaling,Condominium,3,1,2,888,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
988,Petalz Residences @ Old Klang Road,2500,Old Klang Road,Service Residence,3,1,2,935,Fully Furnished,Kuala Lumpur,"Gymnasium, Playground, Swimming Pool, Security, Lift, Jogging Track, Minimart, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1630,Pinang Heights,1800,Shah Alam,Condominium,3,2,2,1250,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Air-Cond"
231,Pinggiran Batu Caves,850,Batu Caves,Apartment,3,1,2,710,Partially Furnished,Selangor,"Lift, Minimart"
1784,Pinggiran Kiara,2499,Taman Tun Dr Ismail,Condominium,2,1,2,1200,Fully Furnished,Kuala Lumpur,"Swimming Pool, Lift, Security, Gymnasium, Air-Cond, Washing Machine"
1685,Pinnacle (Sri Petaling),2300,Sri Petaling,Service Residence,3,1,3,900,Fully Furnished,Kuala Lumpur,"Security, Jogging Track, Lift, Sauna, Club house, Minimart, Playground, Swimming Pool, Multipurpose hall, Gymnasium, Tennis Court, Squash Court, Barbeque area, Air-Cond, Washing Machine"
1686,Pinnacle PJ,2200,Sri Petaling,Service Residence,3,1,2,900,Fully Furnished,Kuala Lumpur,"Club house, Playground, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Barbeque area, Security, Lift, Sauna, Minimart, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1091,PJ Midtown,2700,Petaling Jaya,Service Residence,2,2,2,915,Fully Furnished,Selangor,"Lift, Swimming Pool, Playground, Security, Gymnasium, Air-Cond"
1092,PJ8,1950,Petaling Jaya,Service Residence,1,1,1,560,Fully Furnished,Selangor,"Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna, Squash Court, Multipurpose hall, Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
1093,PJS 2,1100,Petaling Jaya,Apartment,2,1,1,750,Fully Furnished,Selangor,"Security, Playground, Minimart, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
1094,PJS One Apartments,999,Petaling Jaya,Apartment,3,1,2,1016,Unfurnished,Selangor,"Security, Lift, Playground, Minimart, Near KTM/LRT"
182,PKNS Seksyen 6 Bandar Baru Bangi,1350,Bangi,Condominium,4,2,2,980,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Near KTM/LRT, Washing Machine, Internet"
1477,Platinum Hill PV 2,1900,Setapak,Condominium,3,2,2,1500,Partially Furnished,Kuala Lumpur,"Squash Court, Gymnasium, Security, Swimming Pool, Minimart, Playground, Lift, Air-Cond, Near KTM/LRT"
1478,Platinum Hill PV 3,1350,Setapak,Condominium,4,1,2,1272,Partially Furnished,Kuala Lumpur,"Swimming Pool, Security, Playground, Gymnasium, Minimart, Near KTM/LRT, Washing Machine, Internet"
1479,Platinum Hill PV 5,1600,Setapak,Condominium,4,1,2,1272,Fully Furnished,Kuala Lumpur,"Playground, Swimming Pool, Jogging Track, Lift, Barbeque area, Sauna, Squash Court, Multipurpose hall, Security, Minimart, Gymnasium, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine"
1480,Platinum Hill PV 6,2100,Setapak,Condominium,4,1,2,1328,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1481,Platinum Hill PV 8,1850,Setapak,Condominium,4,2,3,1600,Partially Furnished,Kuala Lumpur,"Gymnasium, Jogging Track, Playground, Swimming Pool, Security, Minimart, Air-Cond"
1482,Platinum Lake Condominium PV 20,2300,Setapak,Condominium,3,2,2,1478,Fully Furnished,Kuala Lumpur,"Gymnasium, Swimming Pool, Security, Club house, Minimart, Playground, Air-Cond, Washing Machine"
1483,Platinum Lake PV 12,1600,Setapak,Condominium,4,1,2,1313,Partially Furnished,Kuala Lumpur,"Playground, Swimming Pool, Minimart, Security, Gymnasium, Near KTM/LRT"
1484,Platinum Lake PV 13,2000,Setapak,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,"Security, Club house, Minimart, Barbeque area, Playground, Swimming Pool, Gymnasium, Sauna, Air-Cond, Washing Machine, Near KTM/LRT"
1485,Platinum Lake PV 15,2000,Setapak,Condominium,4,1,2,1313,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
1486,Platinum Lake PV 20,1700,Setapak,Condominium,3,1,2,1473,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium"
1487,Platinum Lake PV 21,2100,Setapak,Condominium,3,1,2,1360,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Club house, Sauna, Jogging Track, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
1488,Platinum Lake PV10,1650,Setapak,Condominium,4,1,2,1272,Partially Furnished,Kuala Lumpur,"Security, Gymnasium, Jogging Track, Playground, Swimming Pool, Minimart, Lift, Multipurpose hall, Barbeque area, Air-Cond"
1768,Platinum OUG,1000,Taman Desa,Apartment,3,1,2,1200,Unfurnished,Kuala Lumpur,"Security, Lift, Playground, Minimart, Near KTM/LRT"
283,Platinum Oug Residence,1650,Bukit Jalil,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,"Security, Lift, Playground, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Swimming Pool, Gymnasium, Near KTM/LRT, Washing Machine, Air-Cond"
284,PLATINUM OUG RESIDENCE APARTMENT @ BUKIT JALIL,1200,Bukit Jalil,Apartment,3,1,2,1200,Unfurnished,Kuala Lumpur,"Security, Lift, Multipurpose hall, Near KTM/LRT"
1489,Platinum Splendor Residence,1800,Setapak,Condominium,4,2,2,1184,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Washing Machine"
799,Platinum Splendor Residensi Semarak,1800,Keramat,Apartment,3,2,2,1065,Partially Furnished,Kuala Lumpur,"Minimart, Playground, Swimming Pool, Squash Court, Security, Lift, Jogging Track, Multipurpose hall, Barbeque area"
1490,Platinum Teratai Residence,1499,Setapak,Apartment,3,2,2,928,Partially Furnished,Kuala Lumpur,"Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Lift, Barbeque area, Minimart, Air-Cond, Near KTM/LRT"
1491,Platinum Victory Lake City PV 13,2500,Setapak,Condominium,3,2,2,1383,Fully Furnished,Kuala Lumpur,"Minimart, Barbeque area, Gymnasium, Multipurpose hall, Swimming Pool, Playground, Security, Lift, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1631,Plaza Azalea,1750,Shah Alam,Duplex,1,2,2,775,Fully Furnished,Selangor,"Security, Gymnasium, Lift, Swimming Pool, Air-Cond"
689,Plaza Indah,1050,Kajang,Apartment,3,2,2,947,Fully Furnished,Selangor,"Security, Lift, Playground, Swimming Pool, Barbeque area, Multipurpose hall, Minimart, Washing Machine, Near KTM/LRT"
768,Plaza Medan Putra,1500,Kepong,Service Residence,4,1,2,918,Fully Furnished,Kuala Lumpur,"Jogging Track, Security, Minimart, Playground, Gymnasium, Swimming Pool, Lift, Barbeque area, Multipurpose hall, Air-Cond, Washing Machine"
133,Plaza Medan Putra Avelon Tower,1099,Bandar Menjalara,Service Residence,3,1,2,903,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground"
134,Plaza Medan Putra Beverly Tower,1099,Bandar Menjalara,Service Residence,3,1,2,903,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground"
135,Plaza Menjalara,1750,Bandar Menjalara,Apartment,3,2,2,1180,Fully Furnished,Kuala Lumpur,"Playground, Security, Gymnasium, Barbeque area, Swimming Pool, Lift, Air-Cond, Washing Machine"
769,Plaza Metro Prima,1250,Kepong,Apartment,3,1,2,1010,Partially Furnished,Kuala Lumpur,"Swimming Pool, Playground, Security, Minimart, Gymnasium, Barbeque area, Washing Machine, Near KTM/LRT"
1492,Plaza Prima Setapak,1400,Setapak,Condominium,4,2,2,1300,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Jogging Track, Washing Machine"
821,Plaza Rah,2200,KL City,Condominium,3,1,2,1152,Fully Furnished,Kuala Lumpur,"Security, Swimming Pool, Minimart, Playground, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
285,Ppa1m,1330,Bukit Jalil,Apartment,3,1,2,1200,Partially Furnished,Kuala Lumpur,"Security, Lift, Playground, Multipurpose hall, Minimart, Near KTM/LRT"
286,PPA1M Bukit Jalil,1300,Bukit Jalil,Apartment,4,1,2,1200,Unfurnished,Kuala Lumpur,"Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
287,PPA1M Mercu Jalil,1300,Bukit Jalil,Apartment,4,1,2,1434,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
770,PPA1M Metropolitan Kepong,1200,Kepong,Condominium,4,1,2,1100,Partially Furnished,Kuala Lumpur,"Lift, Washing Machine"
288,Ppiam bukit jalil,1300,Bukit Jalil,Apartment,3,1,2,1200,Unfurnished,Kuala Lumpur,"Security, Playground, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
576,PPR Desa Petaling,850,Desa Petaling,Flat,3,1,2,950,Partially Furnished,Kuala Lumpur,"Lift, Swimming Pool, Playground, Minimart"
1030,PPR Kerinchi,1500,Pantai,Apartment,3,1,2,746,Fully Furnished,Kuala Lumpur,"Lift, Playground, Minimart, Near KTM/LRT, Washing Machine"
1734,PPR Raya Permai,750,Sungai Besi,Apartment,3,1,2,650,Unfurnished,Kuala Lumpur,"Lift, Playground, Minimart, Jogging Track, Near KTM/LRT"
577,PPR Seri Malaysia,1000,Desa Petaling,Flat,3,1,2,650,Unfurnished,Kuala Lumpur,"Security, Lift, Playground, Minimart, Near KTM/LRT"
690,PR1MA @ Kajang,1500,Kajang,Apartment,3,2,2,1023,Fully Furnished,Selangor,"Swimming Pool, Playground, Security, Jogging Track, Multipurpose hall, Barbeque area, Minimart, Club house, Lift, Washing Machine, Near KTM/LRT"
504,Pr1ma Two @ Laman View,1650,Cyberjaya,Apartment,2,2,2,1000,Fully Furnished,Selangor,"Security, Lift, Playground, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
1364,Prima Apartments (Kota Warisan Sepang),1600,Sepang,Apartment,5,2,4,1485,Unfurnished,Selangor,"Security, Near KTM/LRT"
849,Prima Bayu,1600,Klang,Condominium,3,1,2,1200,Fully Furnished,Selangor,"Security, Swimming Pool, Lift, Playground, Gymnasium, Minimart, Multipurpose hall, Squash Court, Air-Cond"
55,Prima Court,1250,Ampang,Apartment,3,1,2,800,Unfurnished,Kuala Lumpur,"Playground, Barbeque area, Security, Swimming Pool, Multipurpose hall, Washing Machine, Air-Cond"
394,Prima Midah Heights,1600,Cheras,Condominium,4,2,2,1500,Fully Furnished,Kuala Lumpur,"Security, Lift, Playground, Swimming Pool, Gymnasium, Air-Cond"
771,Prima Saujana,1200,Kepong,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,"Security, Playground, Gymnasium, Lift, Swimming Pool, Minimart, Multipurpose hall, Air-Cond"
1493,Prima Setapak,1500,Setapak,Condominium,3,1,2,1231,Partially Furnished,Kuala Lumpur,"Security, Lift, Playground, Air-Cond, Washing Machine, Internet"
1494,Prima Setapak 2,1500,Setapak,Condominium,3,1,2,1426,Partially Furnished,Kuala Lumpur,"Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Lift, Minimart, Air-Cond"
1495,Prima Setapak II,1250,Setapak,Condominium,3,1,2,1231,Partially Furnished,Kuala Lumpur,"Security, Playground, Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Washing Machine"
1278,Prima Tiara II,1200,Segambut,Apartment,3,1,2,918,Partially Furnished,Kuala Lumpur,"Security, Lift, Playground, Air-Cond, Near KTM/LRT, Washing Machine"
1632,Prima U1,2000,Shah Alam,Condominium,3,1,2,980,Fully Furnished,Selangor,"Security, Lift, Minimart, Playground, Gymnasium, Swimming Pool, Multipurpose hall, Barbeque area, Air-Cond, Near KTM/LRT, Washing Machine"
395,Prisma Cheras,1500,Cheras,Condominium,2,1,1,717,Fully Furnished,Kuala Lumpur,"Tennis Court, Sauna, Gymnasium, Squash Court, Barbeque area, Playground, Security, Swimming Pool, Lift, Minimart, Multipurpose hall, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
396,Prisma Perdana,1250,Cheras,Condominium,3,1,2,817,Partially Furnished,Kuala Lumpur,"Playground, Swimming Pool, Barbeque area, Washing Machine"
1183,Puchong Permata 1,1000,Puchong,Apartment,3,1,2,850,Unfurnished,Selangor,"Security, Playground, Swimming Pool, Near KTM/LRT"
397,Pudu Impian 1,1300,Cheras,Apartment,3,2,2,700,Fully Furnished,Kuala Lumpur,"Security, Lift, Playground, Minimart, Multipurpose hall, Washing Machine, Near KTM/LRT"
1633,Puncak 7 Residence,2000,Shah Alam,Condominium,3,2,3,1116,Fully Furnished,Selangor,"Minimart, Squash Court, Jogging Track, Sauna, Air-Cond, Washing Machine"
398,Puncak Baiduri Apartment,1000,Cheras,Apartment,3,1,2,1006,Partially Furnished,Selangor,"Security, Minimart, Swimming Pool, Near KTM/LRT"
399,Puncak Banyan,1200,Cheras,Condominium,3,3,2,810,Partially Furnished,Kuala Lumpur,"Security, Minimart, Swimming Pool, Air-Cond"
1095,Puncak Damansara,1300,Petaling Jaya,Condominium,3,1,2,860,Partially Furnished,Selangor,"Minimart, Security, Swimming Pool, Lift, Near KTM/LRT, Washing Machine"
772,Puncak Desa Apartment,900,Kepong,Apartment,3,1,2,821,Fully Furnished,Kuala Lumpur,"Playground, Security, Minimart, Lift, Air-Cond, Near KTM/LRT"
691,Puncak Hijauan,1700,Kajang,Apartment,3,1,2,1002,Fully Furnished,Selangor,"Security, Swimming Pool, Lift, Playground, Air-Cond, Near KTM/LRT"
1096,Puncak Nusa Kelana,2000,Petaling Jaya,Condominium,3,1,2,1000,Partially Furnished,Selangor,"Swimming Pool, Squash Court, Minimart, Gymnasium, Security, Playground, Lift, Air-Cond, Washing Machine, Near KTM/LRT"
1672,Puncak Prima,2100,Sri Hartamas,Condominium,3,2,2,1246,Fully Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Tennis Court, Minimart, Barbeque area, Sauna, Security, Playground, Squash Court, Jogging Track, Multipurpose hall, Air-Cond"
692,Puncak Saujana,750,Kajang,Apartment,3,2,2,1055,Partially Furnished,Selangor,"Security, Lift, Playground, Gymnasium, Barbeque area, Air-Cond, Near KTM/LRT"
1710,Puncak Seri Kelana Kondominium,1500,Subang Jaya,Condominium,3,1,2,996,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1634,Puri Aiyu,1700,Shah Alam,Apartment,3,2,2,1009,Fully Furnished,Selangor,"Swimming Pool, Security, Playground, Tennis Court, Minimart, Gymnasium, Lift, Jogging Track, Air-Cond, Washing Machine"
693,Puri Pesona Apartment,700,Kajang,Apartment,3,1,2,835,Partially Furnished,Selangor,"Playground, Security"
1184,Puri Tower,1500,Puchong,Condominium,3,2,2,1162,Partially Furnished,Selangor,"Barbeque area, Playground, Minimart, Swimming Pool, Security, Lift, Gymnasium, Jogging Track, Near KTM/LRT, Air-Cond, Internet"
1185,Puteri Bayu Apartments (Bayu Puteri),1200,Puchong,Apartment,3,1,2,1000,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Jogging Track, Air-Cond"
694,Putra 1,1300,Kajang,Apartment,3,2,2,1150,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Playground, Sauna, Club house, Air-Cond"
611,Putra Court,2500,Jalan Ipoh,Condominium,3,1,2,1066,Fully Furnished,Kuala Lumpur,"Swimming Pool, Minimart, Security, Playground, Barbeque area, Lift, Air-Cond, Near KTM/LRT, Internet"
1420,Putra Impian Apartment,800,Seri Kembangan,Apartment,3,1,2,747,Partially Furnished,Selangor,Playground
1421,Putra Indah Apartment,850,Seri Kembangan,Apartment,4,1,2,850,Partially Furnished,Selangor,"Playground, Barbeque area, Near KTM/LRT"
1422,Putra Indah Condominium,1950,Seri Kembangan,Condominium,4,2,3,1600,Fully Furnished,Selangor,"Security, Tennis Court, Minimart, Swimming Pool, Gymnasium, Playground, Lift, Barbeque area, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
552,Putra Intan Kondominium,900,Dengkil,Condominium,3,1,2,974,Unfurnished,Selangor,"Playground, Security, Lift, Swimming Pool, Gymnasium, Minimart"
612,Putra Majestik,1200,Jalan Ipoh,Condominium,3,1,2,1027,Unfurnished,Kuala Lumpur,"Lift, Security, Swimming Pool, Playground, Minimart, Squash Court, Jogging Track, Multipurpose hall, Barbeque area, Gymnasium, Sauna, Tennis Court, Near KTM/LRT"
1746,Putra One,1300,Sungai Buloh,Condominium,4,2,2,1100,Unfurnished,Selangor,"Playground, Barbeque area, Sauna, Security, Gymnasium, Jogging Track, Swimming Pool, Multipurpose hall, Lift, Minimart, Near KTM/LRT"
108,Putra Permai Type C (Balakong),1000,Balakong,Condominium,3,2,2,850,Unfurnished,Selangor,"Playground, Swimming Pool, Lift, Security, Gymnasium, Sauna, Minimart, Barbeque area, Multipurpose hall, Jogging Track, Near KTM/LRT, Air-Cond"
1711,Putra Residence,2400,Subang Jaya,Service Residence,3,2,2,1044,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
198,Putra Ria Apartment,1800,Bangsar,Apartment,3,1,1,650,Unfurnished,Kuala Lumpur,"Security, Lift, Playground, Near KTM/LRT"
109,Putra Ria Apartment (Seri Kembangan),850,Balakong,Apartment,3,2,2,752,Partially Furnished,Selangor,"Minimart, Security, Lift, Playground, Near KTM/LRT, Washing Machine, Internet"
400,Putra Suria Residence,1200,Cheras,Apartment,3,1,2,750,Unfurnished,Kuala Lumpur,"Gymnasium, Security, Minimart, Jogging Track, Lift, Playground, Multipurpose hall, Tennis Court, Near KTM/LRT, Internet"
1496,Putra Villa,1800,Setapak,Condominium,3,1,2,1125,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
183,Putra1 @ Bandar Seri Putra Bangi,1250,Bangi,Apartment,3,2,2,955,Partially Furnished,Selangor,"Playground, Security, Lift, Minimart, Near KTM/LRT"
1497,PV 10 Platinum Lake Condominium,1500,Setapak,Condominium,4,1,2,1272,Partially Furnished,Kuala Lumpur,"Security, Minimart, Swimming Pool, Playground, Gymnasium, Tennis Court, Barbeque area, Multipurpose hall, Squash Court, Jogging Track, Club house, Lift, Washing Machine"
1498,PV 9 Residences @ Taman Melati,2350,Setapak,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Gymnasium, Air-Cond, Near KTM/LRT"
1499,PV18 Residence,1600,Setapak,Service Residence,3,1,2,926,Partially Furnished,Kuala Lumpur,"Lift, Security, Playground, Minimart, Barbeque area, Multipurpose hall, Air-Cond"
1500,PV2 Condo,200,Setapak,Condominium,1,1,1,150,Unfurnished,Kuala Lumpur,"Security, Lift, Near KTM/LRT"
1501,PV9 Residences @ Taman Melati,1800,Setapak,Condominium,3,2,2,1000,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Jogging Track, Squash Court, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
876,Quadro Residences,8999,KLCC,Condominium,4,2,5,2343,Fully Furnished,Kuala Lumpur,"Playground, Security, Lift, Air-Cond, Washing Machine"
401,Queensville,1300,Cheras,Condominium,1,2,1,526,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Air-Cond, Near KTM/LRT"
304,Radia Bukit Jelutong,1400,Bukit Jelutong,Apartment,3,1,2,850,Partially Furnished,Selangor,"Security, Lift, Playground, Multipurpose hall, Minimart, Jogging Track, Air-Cond"
232,Radius Residence,1250,Batu Caves,Condominium,3,1,2,915,Partially Furnished,Selangor,"Swimming Pool, Gymnasium, Multipurpose hall, Security, Playground, Barbeque area, Lift, Air-Cond"
1335,Rafflesia Sentul Condominium,1800,Sentul,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,"Gymnasium, Security, Swimming Pool, Minimart, Playground, Air-Cond, Washing Machine, Near KTM/LRT"
1809,Rampai Court,1000,Wangsa Maju,Apartment,2,1,1,600,Unfurnished,Kuala Lumpur,"Barbeque area, Playground, Security"
